Date	Open	High	Low	Close	Volume
2/14/20	381.47 	385.15 	379.43 	380.40 	3736266
2/13/20	376.96 	385.37 	376.51 	381.40 	4485383
2/12/20	377.18 	380.62 	375.88 	380.01 	4624772
2/11/20	373.75 	378.11 	369.72 	373.69 	4772870
2/10/20	365 	374.80 	362.52 	371.07 	5294138
2/7/20	365.04 	371.80 	363.57 	366.77 	4385227
2/6/20	369.60 	371.55 	362.51 	366.95 	3920428
2/5/20	375.13 	375.25 	362.30 	369.67 	6437026
2/4/20	361 	369.57 	356.10 	369.01 	7161451
2/3/20	347.24 	359.63 	346.28 	358 	6674885
1/31/20	347.39 	347.39 	340.98 	345.09 	5230001
1/30/20	341.10 	348.20 	339.25 	347.74 	5328136
1/29/20	349 	349.40 	338.55 	343.16 	7649183
1/28/20	345.88 	352.40 	342.78 	348.52 	6821581
1/27/20	345.95 	351.90 	341.02 	342.88 	7709482
1/24/20	348.46 	359.85 	345.88 	353.16 	17939680
1/23/20	326.04 	349.88 	325.01 	349.60 	18200290
1/22/20	332.55 	336.30 	323.60 	326 	21729960
1/21/20	340 	341 	332.59 	338.11 	14350320
1/17/20	341 	341.57 	337.38 	339.67 	6066547
1/16/20	343.50 	343.56 	335.85 	338.62 	5015997
1/15/20	338.68 	343.17 	336.60 	339.07 	5158035
1/14/20	344.40 	345.38 	335.52 	338.69 	7201544
1/13/20	331.80 	340.85 	331.51 	338.92 	6296174
1/10/20	337.13 	338.50 	327.27 	329.05 	4720540
1/9/20	342 	343.42 	334.61 	335.66 	4717430
1/8/20	331.49 	342.70 	331.05 	339.26 	7109117
1/7/20	336.47 	336.70 	330.30 	330.75 	4742458
1/6/20	323.12 	336.36 	321.20 	335.83 	5668577
1/3/20	326.78 	329.86 	325.53 	325.90 	3795466
1/2/20	326.10 	329.98 	324.78 	329.81 	4348493
